country_code,month,inflation_yoy
DK,2020-01,0.8
DK,2020-02,0.7
DK,2020-03,0.3
DK,2020-04,-0.1
DK,2020-05,-0.2
DK,2020-06,0.2
DK,2020-07,0.4
DK,2020-08,0.4
DK,2020-09,0.5
DK,2020-10,0.3
DK,2020-11,0.4
DK,2020-12,0.4
DK,2021-01,0.4
DK,2021-02,0.5
DK,2021-03,0.9
DK,2021-04,1.5
DK,2021-05,1.9
DK,2021-06,1.9
DK,2021-07,1.7
DK,2021-08,1.8
DK,2021-09,2.4
DK,2021-10,3.2
DK,2021-11,3.8
DK,2021-12,3.4
DK,2022-01,4.9
DK,2022-02,5.3
DK,2022-03,6.0
DK,2022-04,7.4
DK,2022-05,8.2
DK,2022-06,9.1
DK,2022-07,9.6
DK,2022-08,9.9
DK,2022-09,11.1
DK,2022-10,11.4
DK,2022-11,9.7
DK,2022-12,9.6
DK,2023-01,8.4
DK,2023-02,8.3
DK,2023-03,7.3
DK,2023-04,5.6
DK,2023-05,2.9
DK,2023-06,2.4
DK,2023-07,3.2
DK,2023-08,2.3
DK,2023-09,0.6
DK,2023-10,-0.4
DK,2023-11,0.3
DK,2023-12,0.4
DK,2024-01,0.9
DK,2024-02,0.6
DK,2024-03,0.8
DK,2024-04,0.5
DK,2024-05,2.1
DK,2024-06,1.8
DK,2024-07,1.0
DK,2024-08,1.4
DK,2024-09,1.2
DK,2024-10,1.6
DK,2024-11,1.6
DK,2024-12,1.8
DK,2025-01,1.4
DK,2025-02,2.0
DK,2025-03,1.4
DK,2025-04,1.5
DK,2025-05,1.5
DK,2025-06,1.8
DK,2025-07,2.2
DK,2025-08,1.9
DK,2025-09,2.2
DK,2025-10,2.1
DK,2025-11,2.0
DK,2025-12,1.9
EE,1997-01,10.9
EE,1997-02,8.1
EE,1997-03,7.3
EE,1997-04,7.0
EE,1997-05,8.5
EE,1997-06,8.5
EE,1997-07,8.7
EE,1997-08,10.2
EE,1997-09,10.2
EE,1997-10,10.6
EE,1997-11,10.8
EE,1997-12,11.0
EE,1998-01,11.5
EE,1998-02,11.9
EE,1998-03,11.9
EE,1998-04,10.8
EE,1998-05,9.1
EE,1998-06,8.7
EE,1998-07,8.8
EE,1998-08,8.2
EE,1998-09,7.5
EE,1998-10,6.7
EE,1998-11,5.8
EE,1998-12,5.1
EE,1999-01,4.5
EE,1999-02,3.7
EE,1999-03,3.4
EE,1999-04,3.1
EE,1999-05,3.1
EE,1999-06,2.9
EE,1999-07,2.4
EE,1999-08,2.3
EE,1999-09,2.5
EE,1999-10,2.6
EE,1999-11,3.0
EE,1999-12,3.7
EE,2000-01,3.1
EE,2000-02,2.9
EE,2000-03,3.1
EE,2000-04,3.0
EE,2000-05,2.8
EE,2000-06,3.1
EE,2000-07,4.0
EE,2000-08,4.4
EE,2000-09,4.7
EE,2000-10,5.4
EE,2000-11,5.7
EE,2000-12,5.0
EE,2001-01,5.6
EE,2001-02,6.0
EE,2001-03,5.7
EE,2001-04,6.3
EE,2001-05,6.8
EE,2001-06,6.7
EE,2001-07,5.9
EE,2001-08,5.8
EE,2001-09,5.7
EE,2001-10,4.8
EE,2001-11,4.2
EE,2001-12,4.2
EE,2002-01,4.3
EE,2002-02,4.5
EE,2002-03,4.4
EE,2002-04,4.5
EE,2002-05,4.1
EE,2002-06,3.8
EE,2002-07,3.3
EE,2002-08,2.7
EE,2002-09,2.7
EE,2002-10,3.1
EE,2002-11,3.0
EE,2002-12,2.7
EE,2003-01,2.5
EE,2003-02,2.3
EE,2003-03,2.1
EE,2003-04,1.2
EE,2003-05,0.7
EE,2003-06,0.5
EE,2003-07,0.9
EE,2003-08,1.4
EE,2003-09,1.5
EE,2003-10,1.2
EE,2003-11,1.2
EE,2003-12,1.2
EE,2004-01,0.7
EE,2004-02,0.6
EE,2004-03,0.7
EE,2004-04,1.5
EE,2004-05,3.7
EE,2004-06,4.4
EE,2004-07,4.0
EE,2004-08,3.9
EE,2004-09,3.8
EE,2004-10,4.0
EE,2004-11,4.5
EE,2004-12,4.8
EE,2005-01,4.2
EE,2005-02,4.6
EE,2005-03,4.8
EE,2005-04,4.6
EE,2005-05,2.9
EE,2005-06,3.2
EE,2005-07,3.9
EE,2005-08,4.2
EE,2005-09,4.9
EE,2005-10,4.5
EE,2005-11,4.0
EE,2005-12,3.7
EE,2006-01,4.6
EE,2006-02,4.6
EE,2006-03,4.0
EE,2006-04,4.3
EE,2006-05,4.6
EE,2006-06,4.4
EE,2006-07,4.5
EE,2006-08,5.0
EE,2006-09,3.8
EE,2006-10,3.8
EE,2006-11,4.6
EE,2006-12,5.1
EE,2007-01,5.0
EE,2007-02,4.6
EE,2007-03,5.6
EE,2007-04,5.6
EE,2007-05,5.9
EE,2007-06,6.0
EE,2007-07,6.5
EE,2007-08,6.1
EE,2007-09,7.5
EE,2007-10,8.7
EE,2007-11,9.3
EE,2007-12,9.7
EE,2008-01,11.3
EE,2008-02,11.5
EE,2008-03,11.2
EE,2008-04,11.6
EE,2008-05,11.4
EE,2008-06,11.5
EE,2008-07,11.2
EE,2008-08,11.1
EE,2008-09,10.8
EE,2008-10,10.1
EE,2008-11,8.5
EE,2008-12,7.5
EE,2009-01,4.7
EE,2009-02,3.9
EE,2009-03,2.5
EE,2009-04,0.9
EE,2009-05,0.3
EE,2009-06,-0.5
EE,2009-07,-0.4
EE,2009-08,-0.7
EE,2009-09,-1.7
EE,2009-10,-2.1
EE,2009-11,-2.1
EE,2009-12,-1.9
EE,2010-01,-1.0
EE,2010-02,-0.3
EE,2010-03,1.4
EE,2010-04,2.5
EE,2010-05,2.8
EE,2010-06,3.4
EE,2010-07,2.7
EE,2010-08,2.8
EE,2010-09,3.8
EE,2010-10,4.5
EE,2010-11,5.0
EE,2010-12,5.4
EE,2011-01,5.1
EE,2011-02,5.5
EE,2011-03,5.1
EE,2011-04,5.4
EE,2011-05,5.5
EE,2011-06,4.9
EE,2011-07,5.3
EE,2011-08,5.6
EE,2011-09,5.4
EE,2011-10,4.7
EE,2011-11,4.4
EE,2011-12,4.1
EE,2012-01,4.7
EE,2012-02,4.4
EE,2012-03,4.7
EE,2012-04,4.3
EE,2012-05,4.1
EE,2012-06,4.4
EE,2012-07,4.1
EE,2012-08,4.2
EE,2012-09,4.1
EE,2012-10,4.2
EE,2012-11,3.8
EE,2012-12,3.6
EE,2013-01,3.7
EE,2013-02,4.0
EE,2013-03,3.8
EE,2013-04,3.4
EE,2013-05,3.6
EE,2013-06,4.1
EE,2013-07,4.0
EE,2013-08,3.6
EE,2013-09,2.6
EE,2013-10,2.2
EE,2013-11,2.1
EE,2013-12,2.0
EE,2014-01,1.6
EE,2014-02,1.1
EE,2014-03,0.7
EE,2014-04,0.8
EE,2014-05,0.6
EE,2014-06,0.3
EE,2014-07,0.0
EE,2014-08,-0.2
EE,2014-09,0.2
EE,2014-10,0.5
EE,2014-11,0.0
EE,2014-12,0.1
EE,2015-01,-0.5
EE,2015-02,-0.2
EE,2015-03,0.0
EE,2015-04,0.4
EE,2015-05,0.5
EE,2015-06,0.3
EE,2015-07,0.1
EE,2015-08,0.2
EE,2015-09,-0.3
EE,2015-10,0.0
EE,2015-11,0.5
EE,2015-12,-0.2
EE,2016-01,0.1
EE,2016-02,0.4
EE,2016-03,0.5
EE,2016-04,0.0
EE,2016-05,0.0
EE,2016-06,0.4
EE,2016-07,0.8
EE,2016-08,1.1
EE,2016-09,1.7
EE,2016-10,1.0
EE,2016-11,1.4
EE,2016-12,2.4
EE,2017-01,2.8
EE,2017-02,3.4
EE,2017-03,3.0
EE,2017-04,3.6
EE,2017-05,3.5
EE,2017-06,3.1
EE,2017-07,3.9
EE,2017-08,4.2
EE,2017-09,3.9
EE,2017-10,4.0
EE,2017-11,4.5
EE,2017-12,3.8
EE,2018-01,3.6
EE,2018-02,3.2
EE,2018-03,2.9
EE,2018-04,2.9
EE,2018-05,3.1
EE,2018-06,3.9
EE,2018-07,3.3
EE,2018-08,3.5
EE,2018-09,3.5
EE,2018-10,4.5
EE,2018-11,3.2
EE,2018-12,3.3
EE,2019-01,2.8
EE,2019-02,1.9
EE,2019-03,2.2
EE,2019-04,3.2
EE,2019-05,3.1
EE,2019-06,2.6
EE,2019-07,2.0
EE,2019-08,2.1
EE,2019-09,2.2
EE,2019-10,1.4
EE,2019-11,1.8
EE,2019-12,1.8
EE,2020-01,1.6
EE,2020-02,2.0
EE,2020-03,1.0
EE,2020-04,-0.9
EE,2020-05,-1.8
EE,2020-06,-1.6
EE,2020-07,-1.3
EE,2020-08,-1.3
EE,2020-09,-1.3
EE,2020-10,-1.7
EE,2020-11,-1.2
EE,2020-12,-0.9
EE,2021-01,0.3
EE,2021-02,0.5
EE,2021-03,0.9
EE,2021-04,1.6
EE,2021-05,3.2
EE,2021-06,3.7
EE,2021-07,4.9
EE,2021-08,5.0
EE,2021-09,6.4
EE,2021-10,6.8
EE,2021-11,8.6
EE,2021-12,12.0
EE,2022-01,11.0
EE,2022-02,11.6
EE,2022-03,14.8
EE,2022-04,19.1
EE,2022-05,20.1
EE,2022-06,22.0
EE,2022-07,23.2
EE,2022-08,25.2
EE,2022-09,24.1
EE,2022-10,22.5
EE,2022-11,21.4
EE,2022-12,17.5
EE,2023-01,18.6
EE,2023-02,17.8
EE,2023-03,15.6
EE,2023-04,13.2
EE,2023-05,11.2
EE,2023-06,9.0
EE,2023-07,6.2
EE,2023-08,4.3
EE,2023-09,3.9
EE,2023-10,5.0
EE,2023-11,4.1
EE,2023-12,4.3
EE,2024-01,5.0
EE,2024-02,4.4
EE,2024-03,4.1
EE,2024-04,3.1
EE,2024-05,3.1
EE,2024-06,2.8
EE,2024-07,3.5
EE,2024-08,3.4
EE,2024-09,3.2
EE,2024-10,4.5
EE,2024-11,3.8
EE,2024-12,4.1
EE,2025-01,3.8
EE,2025-02,5.1
EE,2025-03,4.3
EE,2025-04,4.4
EE,2025-05,4.6
EE,2025-06,5.2
EE,2025-07,5.6
EE,2025-08,6.2
EE,2025-09,5.3
EE,2025-10,4.5
EE,2025-11,4.7
EE,2025-12,4.0
GR,1997-01,6.7
GR,1997-02,6.4
GR,1997-03,5.9
GR,1997-04,5.7
GR,1997-05,5.4
GR,1997-06,5.6
GR,1997-07,5.3
GR,1997-08,5.6
GR,1997-09,4.9
GR,1997-10,4.6
GR,1997-11,5.0
GR,1997-12,4.5
GR,1998-01,4.3
GR,1998-02,4.1
GR,1998-03,4.3
GR,1998-04,5.1
GR,1998-05,5.0
GR,1998-06,4.9
GR,1998-07,4.8
GR,1998-08,4.7
GR,1998-09,5.0
GR,1998-10,4.5
GR,1998-11,3.9
GR,1998-12,3.7
GR,1999-01,3.3
GR,1999-02,3.1
GR,1999-03,3.0
GR,1999-04,2.6
GR,1999-05,2.0
GR,1999-06,1.5
GR,1999-07,1.6
GR,1999-08,1.4
GR,1999-09,1.3
GR,1999-10,1.7
GR,1999-11,2.0
GR,1999-12,2.3
GR,2000-01,2.3
GR,2000-02,2.6
GR,2000-03,2.8
GR,2000-04,2.1
GR,2000-05,2.6
GR,2000-06,2.2
GR,2000-07,2.6
GR,2000-08,2.9
GR,2000-09,3.0
GR,2000-10,3.8
GR,2000-11,4.0
GR,2000-12,3.7
GR,2001-01,3.2
GR,2001-02,3.4
GR,2001-03,3.2
GR,2001-04,3.7
GR,2001-05,3.9
GR,2001-06,4.5
GR,2001-07,4.2
GR,2001-08,4.0
GR,2001-09,4.0
GR,2001-10,3.2
GR,2001-11,2.9
GR,2001-12,3.5
GR,2002-01,4.8
GR,2002-02,3.8
GR,2002-03,4.3
GR,2002-04,4.1
GR,2002-05,3.8
GR,2002-06,3.6
GR,2002-07,3.6
GR,2002-08,3.8
GR,2002-09,3.8
GR,2002-10,4.0
GR,2002-11,3.9
GR,2002-12,3.5
GR,2003-01,3.3
GR,2003-02,4.3
GR,2003-03,3.9
GR,2003-04,3.3
GR,2003-05,3.5
GR,2003-06,3.7
GR,2003-07,3.5
GR,2003-08,3.3
GR,2003-09,3.3
GR,2003-10,3.1
GR,2003-11,3.3
GR,2003-12,3.1
GR,2004-01,3.0
GR,2004-02,2.6
GR,2004-03,2.9
GR,2004-04,3.1
GR,2004-05,3.1
GR,2004-06,3.0
GR,2004-07,3.2
GR,2004-08,2.8
GR,2004-09,2.9
GR,2004-10,3.3
GR,2004-11,3.2
GR,2004-12,3.1
GR,2005-01,4.2
GR,2005-02,3.1
GR,2005-03,2.8
GR,2005-04,3.3
GR,2005-05,3.2
GR,2005-06,3.2
GR,2005-07,3.9
GR,2005-08,3.6
GR,2005-09,3.8
GR,2005-10,3.7
GR,2005-11,3.4
GR,2005-12,3.5
GR,2006-01,3.0
GR,2006-02,3.1
GR,2006-03,3.3
GR,2006-04,3.5
GR,2006-05,3.3
GR,2006-06,3.4
GR,2006-07,3.9
GR,2006-08,3.5
GR,2006-09,3.1
GR,2006-10,3.1
GR,2006-11,3.2
GR,2006-12,3.2
GR,2007-01,3.0
GR,2007-02,3.0
GR,2007-03,2.8
GR,2007-04,2.6
GR,2007-05,2.6
GR,2007-06,2.6
GR,2007-07,2.7
GR,2007-08,2.7
GR,2007-09,3.0
GR,2007-10,3.0
GR,2007-11,3.9
GR,2007-12,3.9
GR,2008-01,3.9
GR,2008-02,4.6
GR,2008-03,4.4
GR,2008-04,4.4
GR,2008-05,4.9
GR,2008-06,4.9
GR,2008-07,4.9
GR,2008-08,4.8
GR,2008-09,4.7
GR,2008-10,4.0
GR,2008-11,3.0
GR,2008-12,2.2
GR,2009-01,2.0
GR,2009-02,1.8
GR,2009-03,1.5
GR,2009-04,1.1
GR,2009-05,0.7
GR,2009-06,0.7
GR,2009-07,0.7
GR,2009-08,1.0
GR,2009-09,0.7
GR,2009-10,1.2
GR,2009-11,2.1
GR,2009-12,2.5
GR,2010-01,2.3
GR,2010-02,2.9
GR,2010-03,3.9
GR,2010-04,4.8
GR,2010-05,5.3
GR,2010-06,5.2
GR,2010-07,5.5
GR,2010-08,5.6
GR,2010-09,5.7
GR,2010-10,5.2
GR,2010-11,4.8
GR,2010-12,5.2
GR,2011-01,4.9
GR,2011-02,4.1
GR,2011-03,4.3
GR,2011-04,3.7
GR,2011-05,3.1
GR,2011-06,3.1
GR,2011-07,2.1
GR,2011-08,1.4
GR,2011-09,2.9
GR,2011-10,2.9
GR,2011-11,2.8
GR,2011-12,2.2
GR,2012-01,2.1
GR,2012-02,1.7
GR,2012-03,1.3
GR,2012-04,1.5
GR,2012-05,0.9
GR,2012-06,1.0
GR,2012-07,0.9
GR,2012-08,1.1
GR,2012-09,0.3
GR,2012-10,0.9
GR,2012-11,0.4
GR,2012-12,0.3
GR,2013-01,0.0
GR,2013-02,0.1
GR,2013-03,-0.2
GR,2013-04,-0.6
GR,2013-05,-0.3
GR,2013-06,-0.2
GR,2013-07,-0.5
GR,2013-08,-1.0
GR,2013-09,-1.0
GR,2013-10,-1.9
GR,2013-11,-2.9
GR,2013-12,-1.8
GR,2014-01,-1.4
GR,2014-02,-0.9
GR,2014-03,-1.5
GR,2014-04,-1.6
GR,2014-05,-2.1
GR,2014-06,-1.5
GR,2014-07,-0.8
GR,2014-08,-0.2
GR,2014-09,-1.1
GR,2014-10,-1.8
GR,2014-11,-1.2
GR,2014-12,-2.5
GR,2015-01,-2.8
GR,2015-02,-1.9
GR,2015-03,-1.9
GR,2015-04,-1.8
GR,2015-05,-1.4
GR,2015-06,-1.1
GR,2015-07,-1.3
GR,2015-08,-0.4
GR,2015-09,-0.8
GR,2015-10,-0.1
GR,2015-11,-0.1
GR,2015-12,0.4
GR,2016-01,-0.1
GR,2016-02,0.1
GR,2016-03,-0.7
GR,2016-04,-0.4
GR,2016-05,-0.2
GR,2016-06,0.2
GR,2016-07,0.2
GR,2016-08,0.4
GR,2016-09,-0.1
GR,2016-10,0.6
GR,2016-11,-0.2
GR,2016-12,0.3
GR,2017-01,1.5
GR,2017-02,1.4
GR,2017-03,1.7
GR,2017-04,1.6
GR,2017-05,1.5
GR,2017-06,0.9
GR,2017-07,0.9
GR,2017-08,0.6
GR,2017-09,1.0
GR,2017-10,0.5
GR,2017-11,1.1
GR,2017-12,1.0
GR,2018-01,0.2
GR,2018-02,0.4
GR,2018-03,0.2
GR,2018-04,0.5
GR,2018-05,0.8
GR,2018-06,1.0
GR,2018-07,0.8
GR,2018-08,0.9
GR,2018-09,1.1
GR,2018-10,1.8
GR,2018-11,1.1
GR,2018-12,0.6
GR,2019-01,0.5
GR,2019-02,0.8
GR,2019-03,1.0
GR,2019-04,1.1
GR,2019-05,0.6
GR,2019-06,0.2
GR,2019-07,0.4
GR,2019-08,0.1
GR,2019-09,0.2
GR,2019-10,-0.3
GR,2019-11,0.5
GR,2019-12,1.1
GR,2020-01,1.1
GR,2020-02,0.4
GR,2020-03,0.2
GR,2020-04,-0.9
GR,2020-05,-0.7
GR,2020-06,-1.9
GR,2020-07,-2.1
GR,2020-08,-2.3
GR,2020-09,-2.3
GR,2020-10,-2.0
GR,2020-11,-2.1
GR,2020-12,-2.4
GR,2021-01,-2.4
GR,2021-02,-1.9
GR,2021-03,-2.0
GR,2021-04,-1.1
GR,2021-05,-1.2
GR,2021-06,0.6
GR,2021-07,0.7
GR,2021-08,1.2
GR,2021-09,1.9
GR,2021-10,2.8
GR,2021-11,4.0
GR,2021-12,4.4
GR,2022-01,5.5
GR,2022-02,6.3
GR,2022-03,8.0
GR,2022-04,9.1
GR,2022-05,10.5
GR,2022-06,11.6
GR,2022-07,11.3
GR,2022-08,11.2
GR,2022-09,12.1
GR,2022-10,9.5
GR,2022-11,8.8
GR,2022-12,7.6
GR,2023-01,7.3
GR,2023-02,6.5
GR,2023-03,5.4
GR,2023-04,4.5
GR,2023-05,4.1
GR,2023-06,2.8
GR,2023-07,3.5
GR,2023-08,3.5
GR,2023-09,2.4
GR,2023-10,3.8
GR,2023-11,2.9
GR,2023-12,3.7
GR,2024-01,3.2
GR,2024-02,3.1
GR,2024-03,3.4
GR,2024-04,3.2
GR,2024-05,2.4
GR,2024-06,2.5
GR,2024-07,3.0
GR,2024-08,3.2
GR,2024-09,3.1
GR,2024-10,3.1
GR,2024-11,3.0
GR,2024-12,2.9
GR,2025-01,3.1
GR,2025-02,3.0
GR,2025-03,3.1
GR,2025-04,2.6
GR,2025-05,3.3
GR,2025-06,3.6
GR,2025-07,3.7
GR,2025-08,3.1
GR,2025-09,1.8
GR,2025-10,1.6
GR,2025-11,2.8
GR,2025-12,2.9
ES,1997-01,2.8
ES,1997-02,2.5
ES,1997-03,2.2
ES,1997-04,1.6
ES,1997-05,1.3
ES,1997-06,1.4
ES,1997-07,1.5
ES,1997-08,1.7
ES,1997-09,1.9
ES,1997-10,1.8
ES,1997-11,1.9
ES,1997-12,1.9
ES,1998-01,1.9
ES,1998-02,1.7
ES,1998-03,1.7
ES,1998-04,1.9
ES,1998-05,2.0
ES,1998-06,2.0
ES,1998-07,2.3
ES,1998-08,2.1
ES,1998-09,1.5
ES,1998-10,1.5
ES,1998-11,1.4
ES,1998-12,1.3
ES,1999-01,1.4
ES,1999-02,1.8
ES,1999-03,2.1
ES,1999-04,2.3
ES,1999-05,2.1
ES,1999-06,2.1
ES,1999-07,2.1
ES,1999-08,2.3
ES,1999-09,2.5
ES,1999-10,2.4
ES,1999-11,2.7
ES,1999-12,2.8
ES,2000-01,2.9
ES,2000-02,3.0
ES,2000-03,3.0
ES,2000-04,3.0
ES,2000-05,3.2
ES,2000-06,3.5
ES,2000-07,3.7
ES,2000-08,3.6
ES,2000-09,3.7
ES,2000-10,4.0
ES,2000-11,4.1
ES,2000-12,4.0
ES,2001-01,2.9
ES,2001-02,2.7
ES,2001-03,3.0
ES,2001-04,3.6
ES,2001-05,3.8
ES,2001-06,3.7
ES,2001-07,2.4
ES,2001-08,2.1
ES,2001-09,2.3
ES,2001-10,2.5
ES,2001-11,2.5
ES,2001-12,2.5
ES,2002-01,3.1
ES,2002-02,3.2
ES,2002-03,3.2
ES,2002-04,3.7
ES,2002-05,3.7
ES,2002-06,3.4
ES,2002-07,3.5
ES,2002-08,3.7
ES,2002-09,3.5
ES,2002-10,4.0
ES,2002-11,3.9
ES,2002-12,4.0
ES,2003-01,3.8
ES,2003-02,3.9
ES,2003-03,3.7
ES,2003-04,3.2
ES,2003-05,2.7
ES,2003-06,2.8
ES,2003-07,2.9
ES,2003-08,3.1
ES,2003-09,3.0
ES,2003-10,2.7
ES,2003-11,2.9
ES,2003-12,2.7
ES,2004-01,2.3
ES,2004-02,2.2
ES,2004-03,2.2
ES,2004-04,2.7
ES,2004-05,3.4
ES,2004-06,3.5
ES,2004-07,3.3
ES,2004-08,3.3
ES,2004-09,3.2
ES,2004-10,3.6
ES,2004-11,3.5
ES,2004-12,3.3
ES,2005-01,3.1
ES,2005-02,3.3
ES,2005-03,3.4
ES,2005-04,3.5
ES,2005-05,3.1
ES,2005-06,3.2
ES,2005-07,3.3
ES,2005-08,3.3
ES,2005-09,3.8
ES,2005-10,3.5
ES,2005-11,3.4
ES,2005-12,3.7
ES,2006-01,4.2
ES,2006-02,4.1
ES,2006-03,3.9
ES,2006-04,3.9
ES,2006-05,4.1
ES,2006-06,4.0
ES,2006-07,4.0
ES,2006-08,3.8
ES,2006-09,2.9
ES,2006-10,2.6
ES,2006-11,2.7
ES,2006-12,2.7
ES,2007-01,2.4
ES,2007-02,2.4
ES,2007-03,2.5
ES,2007-04,2.5
ES,2007-05,2.4
ES,2007-06,2.4
ES,2007-07,2.3
ES,2007-08,2.2
ES,2007-09,2.7
ES,2007-10,3.6
ES,2007-11,4.1
ES,2007-12,4.3
ES,2008-01,4.4
ES,2008-02,4.5
ES,2008-03,4.6
ES,2008-04,4.2
ES,2008-05,4.7
ES,2008-06,5.1
ES,2008-07,5.3
ES,2008-08,4.9
ES,2008-09,4.6
ES,2008-10,3.6
ES,2008-11,2.4
ES,2008-12,1.4
ES,2009-01,0.8
ES,2009-02,0.7
ES,2009-03,-0.1
ES,2009-04,-0.2
ES,2009-05,-0.9
ES,2009-06,-1.0
ES,2009-07,-1.3
ES,2009-08,-0.7
ES,2009-09,-0.9
ES,2009-10,-0.6
ES,2009-11,0.4
ES,2009-12,0.9
ES,2010-01,0.7
ES,2010-02,0.4
ES,2010-03,2.7
ES,2010-04,2.4
ES,2010-05,2.5
ES,2010-06,2.1
ES,2010-07,1.8
ES,2010-08,1.6
ES,2010-09,2.8
ES,2010-10,2.5
ES,2010-11,2.3
ES,2010-12,2.9
ES,2011-01,3.0
ES,2011-02,3.4
ES,2011-03,3.3
ES,2011-04,3.5
ES,2011-05,3.4
ES,2011-06,3.0
ES,2011-07,3.0
ES,2011-08,2.7
ES,2011-09,3.0
ES,2011-10,3.0
ES,2011-11,2.9
ES,2011-12,2.3
ES,2012-01,2.0
ES,2012-02,1.9
ES,2012-03,1.8
ES,2012-04,2.0
ES,2012-05,1.9
ES,2012-06,1.8
ES,2012-07,2.2
ES,2012-08,2.7
ES,2012-09,3.5
ES,2012-10,3.5
ES,2012-11,3.0
ES,2012-12,3.0
ES,2013-01,2.8
ES,2013-02,2.9
ES,2013-03,2.6
ES,2013-04,1.5
ES,2013-05,1.8
ES,2013-06,2.2
ES,2013-07,1.9
ES,2013-08,1.6
ES,2013-09,0.5
ES,2013-10,0.0
ES,2013-11,0.3
ES,2013-12,0.3
ES,2014-01,0.3
ES,2014-02,0.1
ES,2014-03,-0.2
ES,2014-04,0.3
ES,2014-05,0.2
ES,2014-06,0.0
ES,2014-07,-0.4
ES,2014-08,-0.5
ES,2014-09,-0.3
ES,2014-10,-0.2
ES,2014-11,-0.5
ES,2014-12,-1.1
ES,2015-01,-1.5
ES,2015-02,-1.2
ES,2015-03,-0.8
ES,2015-04,-0.7
ES,2015-05,-0.3
ES,2015-06,0.0
ES,2015-07,0.0
ES,2015-08,-0.5
ES,2015-09,-1.1
ES,2015-10,-0.9
ES,2015-11,-0.4
ES,2015-12,-0.1
ES,2016-01,-0.4
ES,2016-02,-1.0
ES,2016-03,-1.0
ES,2016-04,-1.2
ES,2016-05,-1.1
ES,2016-06,-0.9
ES,2016-07,-0.7
ES,2016-08,-0.3
ES,2016-09,0.0
ES,2016-10,0.5
ES,2016-11,0.5
ES,2016-12,1.4
ES,2017-01,2.9
ES,2017-02,3.0
ES,2017-03,2.1
ES,2017-04,2.6
ES,2017-05,2.0
ES,2017-06,1.6
ES,2017-07,1.7
ES,2017-08,2.0
ES,2017-09,1.8
ES,2017-10,1.7
ES,2017-11,1.8
ES,2017-12,1.2
ES,2018-01,0.7
ES,2018-02,1.2
ES,2018-03,1.3
ES,2018-04,1.1
ES,2018-05,2.1
ES,2018-06,2.3
ES,2018-07,2.3
ES,2018-08,2.2
ES,2018-09,2.3
ES,2018-10,2.3
ES,2018-11,1.7
ES,2018-12,1.2
ES,2019-01,1.0
ES,2019-02,1.1
ES,2019-03,1.3
ES,2019-04,1.6
ES,2019-05,0.9
ES,2019-06,0.6
ES,2019-07,0.6
ES,2019-08,0.4
ES,2019-09,0.2
ES,2019-10,0.2
ES,2019-11,0.5
ES,2019-12,0.8
ES,2020-01,1.1
ES,2020-02,0.9
ES,2020-03,0.1
ES,2020-04,-0.7
ES,2020-05,-0.9
ES,2020-06,-0.3
ES,2020-07,-0.7
ES,2020-08,-0.6
ES,2020-09,-0.6
ES,2020-10,-0.9
ES,2020-11,-0.8
ES,2020-12,-0.6
ES,2021-01,0.4
ES,2021-02,-0.1
ES,2021-03,1.2
ES,2021-04,2.0
ES,2021-05,2.4
ES,2021-06,2.5
ES,2021-07,2.9
ES,2021-08,3.3
ES,2021-09,4.0
ES,2021-10,5.4
ES,2021-11,5.5
ES,2021-12,6.6
ES,2022-01,6.2
ES,2022-02,7.6
ES,2022-03,9.8
ES,2022-04,8.3
ES,2022-05,8.5
ES,2022-06,10.0
ES,2022-07,10.7
ES,2022-08,10.5
ES,2022-09,9.0
ES,2022-10,7.3
ES,2022-11,6.7
ES,2022-12,5.5
ES,2023-01,5.9
ES,2023-02,6.0
ES,2023-03,3.1
ES,2023-04,3.8
ES,2023-05,2.9
ES,2023-06,1.6
ES,2023-07,2.1
ES,2023-08,2.4
ES,2023-09,3.3
ES,2023-10,3.5
ES,2023-11,3.3
ES,2023-12,3.3
ES,2024-01,3.5
ES,2024-02,2.9
ES,2024-03,3.3
ES,2024-04,3.4
ES,2024-05,3.8
ES,2024-06,3.6
ES,2024-07,2.9
ES,2024-08,2.4
ES,2024-09,1.7
ES,2024-10,1.8
ES,2024-11,2.4
ES,2024-12,2.8
ES,2025-01,2.9
ES,2025-02,2.9
ES,2025-03,2.2
ES,2025-04,2.2
ES,2025-05,2.0
ES,2025-06,2.3
ES,2025-07,2.7
ES,2025-08,2.7
ES,2025-09,3.0
ES,2025-10,3.2
ES,2025-11,3.2
ES,2025-12,3.0
FI,1997-01,0.9
FI,1997-02,0.6
FI,1997-03,0.7
FI,1997-04,0.9
FI,1997-05,0.9
FI,1997-06,1.1
FI,1997-07,1.1
FI,1997-08,1.7
FI,1997-09,1.6
FI,1997-10,1.7
FI,1997-11,1.8
FI,1997-12,1.6
FI,1998-01,1.8
FI,1998-02,1.7
FI,1998-03,1.6
FI,1998-04,1.7
FI,1998-05,1.6
FI,1998-06,1.6
FI,1998-07,1.1
FI,1998-08,1.1
FI,1998-09,1.4
FI,1998-10,1.1
FI,1998-11,0.9
FI,1998-12,0.8
FI,1999-01,0.5
FI,1999-02,0.9
FI,1999-03,0.9
FI,1999-04,1.3
FI,1999-05,1.4
FI,1999-06,1.2
FI,1999-07,1.4
FI,1999-08,1.3
FI,1999-09,1.4
FI,1999-10,1.6
FI,1999-11,1.9
FI,1999-12,2.2
FI,2000-01,2.3
FI,2000-02,2.7
FI,2000-03,3.2
